codigoProducto,nombreProducto,tipoProducto,codigoEstablecimiento,nombreEstablecimiento,tipoEstablecimiento,disponible,fecha,periodicidad,nombreRegion,codigoRegion,nombreDistrito,codigoDistrito,codigoEstablecimientoSaa,tipoIngreso,fechaUltimoMovimiento,fechaDistribucion,mapa,id
"2137","ALFAMETILDOPA","MEDICAMENTO","260","H.D. - ÑEMBY","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CENTRAL","11","ÑEMBY","012","11012237","ADQUISICION","1445646852000","","false","11826032",
"2137","ALFAMETILDOPA","MEDICAMENTO","396","H.R. CORONEL OVIEDO","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","CAAGUAZU","05","CORONEL  OVIEDO","001","05001101","ADQUISICION","","","false","11828408",
"2137","ALFAMETILDOPA","MEDICAMENTO","1330","SALTOS DEL GUAIRA","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","CANINDEYU","14","SALTOS DEL GUAIRA","001","14001101","ADQUISICION","1445869370000","","false","11834465",
"2137","ALFAMETILDOPA","MEDICAMENTO","372","","","SI","1445911209000","DIARIA","","","TOMÁS ROMERO PEREIRA","","","DONACION","1445523494000","","false","11827731",
"2137","ALFAMETILDOPA","MEDICAMENTO","1226","H.D.- CARAPEGUA","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","PARAGUARI","09","CARAPEGUA","005","09005215","ADQUISICION","","","false","11834102",
"2137","ALFAMETILDOPA","MEDICAMENTO","1353","H.D. -  CURUGUATY","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CANINDEYU","14","VILLA SAN ISIDRO CURUGUATY","003","14003201","ADQUISICION","1445875161000","","false","11834632",
"2138","ALFENTANILO","MEDICAMENTO","674","SANATORIO JUAN MAX BOETTNER","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030213","ADQUISICION","1445866013000","1441374169000","false","11830833",
"2138","ALFENTANILO","MEDICAMENTO","984","H.R. - SAN JUAN BAUTISTA","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","MISIONES","08","SAN JUAN BAUTISTA","001","08001101","ADQUISICION","1444470146200","","false","11833126",
"2138","ALFENTANILO","MEDICAMENTO","495","","","SI","1445911209000","DIARIA","","","CIUDAD DEL ESTE","","","ADQUISICION","1442996913900","","false","11829137",
"2138","ALFENTANILO","MEDICAMENTO","295","HOSPITAL DEL CANCER","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CENTRAL","11","CAPIATA","002","11002226","ADQUISICION","1443078839200","","false","11826479",
"2138","ALFENTANILO","MEDICAMENTO","512","","","SI","1445911209000","DIARIA","","","VILLARRICA","","","ADQUISICION","1445543916000","","false","11830283",
"2138","ALFENTANILO","MEDICAMENTO","236","H.D.- LAMBARE","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CENTRAL","11","LAMBARE","007","11007205","ADQUISICION","1443541441100","","false","11825327",
"2138","ALFENTANILO","MEDICAMENTO","676","HOSPITAL LOMA PYTA - MATERNO INFANTIL","HOSPITAL MATERNO INFANTIL","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030210","ADQUISICION","1442936262500","1438605985010","false","11831192",
"2138","ALFENTANILO","MEDICAMENTO","325","HOSPITAL NACIONAL","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CENTRAL","11","ITAUGUA","006","11006245","ADQUISICION","1445860030400","1445500698000","false","11826844",
"2138","ALFENTANILO","MEDICAMENTO","499","","","SI","1445911209000","DIARIA","","","SANTA RITA","","","ADQUISICION","1440663374100","","false","11829686",
"2138","ALFENTANILO","MEDICAMENTO","246","H.R. - LUQUE","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","CENTRAL","11","LUQUE","009","11009225","ADQUISICION","1445859769100","","false","11825548",
"2138","ALFENTANILO","MEDICAMENTO","673","INSTITUTO DE MEDICINA TROPICAL","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030212","ADQUISICION","","","false","11830636",
"2138","ALFENTANILO","MEDICAMENTO","203","CENTRO DE EMERGENCIAS MEDICAS","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030218","ADQUISICION","1444845951600","","false","11824820",
"2138","ALFENTANILO","MEDICAMENTO","509","CENTRO NACIONAL DEL QUEMADO","CENTRO ESPECIALIZADO","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030225","ADQUISICION","1444071668400","","false","11830030",
"2138","ALFENTANILO","MEDICAMENTO","253","HMI - M. R. ALONSO","HOSPITAL MATERNO INFANTIL","SI","1445911209000","DIARIA","CENTRAL","11","MARIANO ROQUE ALONSO","010","11010236","ADQUISICION","","1418891301000","false","11825821",
"2138","ALFENTANILO","MEDICAMENTO","396","H.R. CORONEL OVIEDO","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","CAAGUAZU","05","CORONEL  OVIEDO","001","05001101","ADQUISICION","1426840161000","","false","11828409",
"2138","ALFENTANILO","MEDICAMENTO","205","HMI - CAPIATA","HOSPITAL MATERNO INFANTIL","SI","1445911209000","DIARIA","CENTRAL","11","CAPIATA","002","11002222","ADQUISICION","1443864266600","","false","11825000",
"2138","ALFENTANILO","MEDICAMENTO","392","H.R- CAACUPÉ","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","CORDILLERA","03","CAACUPE","001","03001101","ADQUISICION","","","false","11828078",
"2138","ALFENTANILO","MEDICAMENTO","260","H.D. - ÑEMBY","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CENTRAL","11","ÑEMBY","012","11012237","ADQUISICION","1426088156200","","false","11826033",
"2138","ALFENTANILO","MEDICAMENTO","681","HOSPITAL GENERAL PEDIÁTRICO ACOSTA ÑU","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CENTRAL","11","SAN LORENZO","014","11014972","ADQUISICION","1445338179300","","false","11831625",
"2138","ALFENTANILO","MEDICAMENTO","417","H.R.- PILAR","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","ÑEEMBUCU","12","PILAR","001","12001101","ADQUISICION","1443181347900","","false","11828804",
"2139","ALLOPURINOL","MEDICAMENTO","274","H.D.- VILLA ELISA","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CENTRAL","11","VILLA ELISA","015","11015228","ADQUISICION","1445582975400","1425636903050","false","11826234",
"2139","ALLOPURINOL","MEDICAMENTO","676","HOSPITAL LOMA PYTA - MATERNO INFANTIL","HOSPITAL MATERNO INFANTIL","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030210","ADQUISICION","1445856167000","","false","11831193",
"2139","ALLOPURINOL","MEDICAMENTO","325","HOSPITAL NACIONAL","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CENTRAL","11","ITAUGUA","006","11006245","ADQUISICION","1445587539000","","false","11826845",
"2139","ALLOPURINOL","MEDICAMENTO","512","","","SI","1445911209000","DIARIA","","","VILLARRICA","","","ADQUISICION","1445878119100","","false","11830284",
"2139","ALLOPURINOL","MEDICAMENTO","246","H.R. - LUQUE","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","CENTRAL","11","LUQUE","009","11009225","ADQUISICION","1445859995000","1441981158000","false","11825549",
"2139","ALLOPURINOL","MEDICAMENTO","673","INSTITUTO DE MEDICINA TROPICAL","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030212","ADQUISICION","1445871729000","1442923396010","false","11830637",
"2139","ALLOPURINOL","MEDICAMENTO","331","FRAM","CENTRO DE SALUD","SI","1445911209000","DIARIA","ITAPUA","07","COLONIA FRAM","011","07011210","ADQUISICION","1444225001500","","false","11827140",
"2139","ALLOPURINOL","MEDICAMENTO","372","","","SI","1445911209000","DIARIA","","","TOMÁS ROMERO PEREIRA","","","ADQUISICION","1445853623200","","false","11827732",
"2139","ALLOPURINOL","MEDICAMENTO","358","SAN PEDRO DEL PARANÁ","CENTRO DE SALUD","SI","1445911209000","DIARIA","ITAPUA","07","SAN PEDRO DEL PARANA","020","07020206","ADQUISICION","","","false","11827565",
"2139","ALLOPURINOL","MEDICAMENTO","985","H.D.- SAN IGNACIO","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","MISIONES","08","SAN IGNACIO","003","08003202","ADQUISICION","1445895320000","","false","11833345",
"2139","ALLOPURINOL","MEDICAMENTO","253","HMI - M. R. ALONSO","HOSPITAL MATERNO INFANTIL","SI","1445911209000","DIARIA","CENTRAL","11","MARIANO ROQUE ALONSO","010","11010236","ADQUISICION","1443613979200","","false","11825822",
"2140","ALPRAZOLAM","MEDICAMENTO","937","PEDRO JUAN CABALLERO","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","AMAMBAY","13","PEDRO JUAN CABALLERO","001","13001101","ADQUISICION","","","false","11832739",
"2140","ALPRAZOLAM","MEDICAMENTO","274","H.D.- VILLA ELISA","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CENTRAL","11","VILLA ELISA","015","11015228","ADQUISICION","1445880792500","1445849969000","false","11826235",
"2140","ALPRAZOLAM","MEDICAMENTO","1353","H.D. -  CURUGUATY","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CANINDEYU","14","VILLA SAN ISIDRO CURUGUATY","003","14003201","ADQUISICION","1445585806000","","false","11834633",
"2140","ALPRAZOLAM","MEDICAMENTO","224","H.D. - ITA","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CENTRAL","11","ITA","005","11005221","ADQUISICION","1444993793000","","false","11825172",
"2140","ALPRAZOLAM","MEDICAMENTO","1194","","","SI","1445911209000","DIARIA","","","LA COLMENA","","","ADQUISICION","1445850246000","","false","11833973",
"2140","ALPRAZOLAM","MEDICAMENTO","295","HOSPITAL DEL CANCER","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CENTRAL","11","CAPIATA","002","11002226","ADQUISICION","1445862250000","1445433157270","false","11826480",
"2140","ALPRAZOLAM","MEDICAMENTO","1190","H.D.- YBYCUI","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","PARAGUARI","09","YBYCUI","016","09016220","ADQUISICION","1445879656000","","false","11833820",
"2140","ALPRAZOLAM","MEDICAMENTO","94","H.D. - GRAL. AQUINO","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","SAN PEDRO SUR","02","GRAL. AQUINO - SPS","022","02022204","ADQUISICION","1445437227000","","false","11824668",
"2140","ALPRAZOLAM","MEDICAMENTO","1311","H.R. - CONCEPCIÓN","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","CONCEPCION","01","CONCEPCION","001","01001101","ADQUISICION","","","false","11834269",
"2140","ALPRAZOLAM","MEDICAMENTO","236","H.D.- LAMBARE","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CENTRAL","11","LAMBARE","007","11007205","ADQUISICION","1443541441400","","false","11825328",
"2140","ALPRAZOLAM","MEDICAMENTO","984","H.R. - SAN JUAN BAUTISTA","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","MISIONES","08","SAN JUAN BAUTISTA","001","08001101","ADQUISICION","1445876170300","","false","11833127",
"2140","ALPRAZOLAM","MEDICAMENTO","325","HOSPITAL NACIONAL","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CENTRAL","11","ITAUGUA","006","11006245","ADQUISICION","1445908923000","1445847436000","false","11826846",
"2140","ALPRAZOLAM","MEDICAMENTO","1226","H.D.- CARAPEGUA","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","PARAGUARI","09","CARAPEGUA","005","09005215","ADQUISICION","1445868533100","","false","11834103",
"2140","ALPRAZOLAM","MEDICAMENTO","246","H.R. - LUQUE","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","CENTRAL","11","LUQUE","009","11009225","ADQUISICION","1445880603000","","false","11825550",
"2140","ALPRAZOLAM","MEDICAMENTO","866","H.D. - ALTOS","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CORDILLERA","03","ALTOS","002","03002211","ADQUISICION","1435142217100","","false","11832614",
"2140","ALPRAZOLAM","MEDICAMENTO","203","CENTRO DE EMERGENCIAS MEDICAS","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030218","ADQUISICION","1445868774000","1444996722000","false","11824821",
"2140","ALPRAZOLAM","MEDICAMENTO","1183","H.D.- QUIINDY","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","PARAGUARI","09","QUIINDY","010","09010218","ADQUISICION","1445872622000","","false","11833666",
"2140","ALPRAZOLAM","MEDICAMENTO","331","FRAM","CENTRO DE SALUD","SI","1445911209000","DIARIA","ITAPUA","07","COLONIA FRAM","011","07011210","ADQUISICION","1445874874000","","false","11827141",
"2140","ALPRAZOLAM","MEDICAMENTO","985","H.D.- SAN IGNACIO","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","MISIONES","08","SAN IGNACIO","003","08003202","ADQUISICION","1445524653000","","false","11833346",
"2140","ALPRAZOLAM","MEDICAMENTO","345","H.D. - NATALIO","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","ITAPUA","07","NATALIO","010","07010207","ADQUISICION","1441032849300","","false","11827420",
"2140","ALPRAZOLAM","MEDICAMENTO","983","H.D. SANTA ROSA","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","MISIONES","08","SANTA ROSA","007","08007203","ADQUISICION","1445266514000","","false","11832925",
"2140","ALPRAZOLAM","MEDICAMENTO","358","SAN PEDRO DEL PARANÁ","CENTRO DE SALUD","SI","1445911209000","DIARIA","ITAPUA","07","SAN PEDRO DEL PARANA","020","07020206","ADQUISICION","1445861405000","","false","11827566",
"2140","ALPRAZOLAM","MEDICAMENTO","418","H.D. - ALBERDI","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","ÑEEMBUCU","12","ALBERDI","002","12002227","ADQUISICION","1444728472100","","false","11828989",
"2140","ALPRAZOLAM","MEDICAMENTO","253","HMI - M. R. ALONSO","HOSPITAL MATERNO INFANTIL","SI","1445911209000","DIARIA","CENTRAL","11","MARIANO ROQUE ALONSO","010","11010236","ADQUISICION","1445905939000","1445586492000","false","11825823",
"2140","ALPRAZOLAM","MEDICAMENTO","495","","","SI","1445911209000","DIARIA","","","CIUDAD DEL ESTE","","","ADQUISICION","1445852791200","","false","11829138",
"2140","ALPRAZOLAM","MEDICAMENTO","57","H.D.- SAN JUAN NEPOMUCENO","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CAAZAPA","06","SAN JUAN NEPOMUCENO","007","06007206","ADQUISICION","1445505582000","","false","11824518",
"2140","ALPRAZOLAM","MEDICAMENTO","673","INSTITUTO DE MEDICINA TROPICAL","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030212","ADQUISICION","1445871728600","1445604918020","false","11830638",
"2140","ALPRAZOLAM","MEDICAMENTO","34","H.D.- SAN ESTANISLAO","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","SAN PEDRO SUR","02","SAN ESTANISLAO","008","02008201","ADQUISICION","1445876132000","","false","11824178",
"2140","ALPRAZOLAM","MEDICAMENTO","677","HMI- SANTISIMA TRINIDAD","HOSPITAL MATERNO INFANTIL","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030203","ADQUISICION","1445562611000","","false","11831418",
"2140","ALPRAZOLAM","MEDICAMENTO","260","H.D. - ÑEMBY","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CENTRAL","11","ÑEMBY","012","11012237","ADQUISICION","1445893887300","1445594865070","false","11826034",
"2140","ALPRAZOLAM","MEDICAMENTO","498","","","SI","1445911209000","DIARIA","","","PRESIDENTE FRANCO","","","ADQUISICION","1445507492000","","false","11829519",
"2140","ALPRAZOLAM","MEDICAMENTO","507","HMI- SAN PABLO","HOSPITAL MATERNO INFANTIL","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030204","ADQUISICION","1445620349000","1445858015030","false","11829815",
"2140","ALPRAZOLAM","MEDICAMENTO","496","H.D. - HERNANDARIAS","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","ALTO PARANA","10","HERNANDARIAS","005","10005202","ADQUISICION","","","false","11829336",
"2140","ALPRAZOLAM","MEDICAMENTO","499","","","SI","1445911209000","DIARIA","","","SANTA RITA","","","ADQUISICION","1445499921000","","false","11829687",
"2140","ALPRAZOLAM","MEDICAMENTO","512","","","SI","1445911209000","DIARIA","","","VILLARRICA","","","ADQUISICION","1445896840100","","false","11830285",
"2140","ALPRAZOLAM","MEDICAMENTO","672","HOSPITAL NEUROSIQUIÁTRICO","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030247","ADQUISICION","1445870112000","","false","11830496",
"2140","ALPRAZOLAM","MEDICAMENTO","409","H.D.- CAAGUAZU","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CAAGUAZU","05","CAAGUAZU","002","05002201","ADQUISICION","1445861333000","","false","11828615",
"2140","ALPRAZOLAM","MEDICAMENTO","387","H.R.- PARAGUARI","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","PARAGUARI","09","PARAGUARI","001","09001101","ADQUISICION","1445854498200","","false","11827895",
"2140","ALPRAZOLAM","MEDICAMENTO","396","H.R. CORONEL OVIEDO","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","CAAGUAZU","05","CORONEL  OVIEDO","001","05001101","ADQUISICION","","","false","11828410",
"2140","ALPRAZOLAM","MEDICAMENTO","676","HOSPITAL LOMA PYTA - MATERNO INFANTIL","HOSPITAL MATERNO INFANTIL","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030210","ADQUISICION","1445879002000","1445854499030","false","11831194",
"2140","ALPRAZOLAM","MEDICAMENTO","674","SANATORIO JUAN MAX BOETTNER","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030213","ADQUISICION","1445875545000","1445880654000","false","11830834",
"2140","ALPRAZOLAM","MEDICAMENTO","392","H.R- CAACUPÉ","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","CORDILLERA","03","CAACUPE","001","03001101","ADQUISICION","1445848987000","","false","11828079",
"2140","ALPRAZOLAM","MEDICAMENTO","417","H.R.- PILAR","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","ÑEEMBUCU","12","PILAR","001","12001101","ADQUISICION","1445871644000","","false","11828805",
"2140","ALPRAZOLAM","MEDICAMENTO","844","H.D.-REPATRIACION","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CAAGUAZU","05","REPATRIACION","007","05007206","ADQUISICION","1445865616000","","false","11832080",
"2140","ALPRAZOLAM","MEDICAMENTO","675","HOSPITAL DEL INDIGENA","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CENTRAL","11","LIMPIO","008","11008240","ADQUISICION","1435837123600","","false","11831041",
"2140","ALPRAZOLAM","MEDICAMENTO","372","","","SI","1445911209000","DIARIA","","","TOMÁS ROMERO PEREIRA","","","ADQUISICION","1445527717100","","false","11827733",
"2140","ALPRAZOLAM","MEDICAMENTO","681","HOSPITAL GENERAL PEDIÁTRICO ACOSTA ÑU","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CENTRAL","11","SAN LORENZO","014","11014972","ADQUISICION","","","false","11831626",
"2141","AMIKACINA","MEDICAMENTO","274","H.D.- VILLA ELISA","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CENTRAL","11","VILLA ELISA","015","11015228","ADQUISICION","1445194335100","1442218700010","false","11826236",
"2141","AMIKACINA","MEDICAMENTO","396","H.R. CORONEL OVIEDO","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","CAAGUAZU","05","CORONEL  OVIEDO","001","05001101","ADQUISICION","1444204293900","","false","11828411",
"2141","AMIKACINA","MEDICAMENTO","224","H.D. - ITA","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CENTRAL","11","ITA","005","11005221","ADQUISICION","1445443374100","1439386036000","false","11825173",
"2141","AMIKACINA","MEDICAMENTO","675","HOSPITAL DEL INDIGENA","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CENTRAL","11","LIMPIO","008","11008240","ADQUISICION","1418652702000","","false","11831042",
"2141","AMIKACINA","MEDICAMENTO","35","H.R.- CAAZAPA","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","CAAZAPA","06","CAAZAPA","001","06001101","ADQUISICION","1445592826300","","false","11824353",
"2141","AMIKACINA","MEDICAMENTO","496","H.D. - HERNANDARIAS","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","ALTO PARANA","10","HERNANDARIAS","005","10005202","ADQUISICION","1445505724100","","false","11829337",
"2141","AMIKACINA","MEDICAMENTO","295","HOSPITAL DEL CANCER","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CENTRAL","11","CAPIATA","002","11002226","ADQUISICION","1445881377100","1445436557010","false","11826481",
"2141","AMIKACINA","MEDICAMENTO","498","","","SI","1445911209000","DIARIA","","","PRESIDENTE FRANCO","","","ADQUISICION","1439883676000","","false","11829520",
"2141","AMIKACINA","MEDICAMENTO","295","HOSPITAL DEL CANCER","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CENTRAL","11","CAPIATA","002","11002226","DONACION","","","false","11826482",
"2141","AMIKACINA","MEDICAMENTO","507","HMI- SAN PABLO","HOSPITAL MATERNO INFANTIL","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030204","ADQUISICION","1437112227000","1432126250020","false","11829816",
"2141","AMIKACINA","MEDICAMENTO","94","H.D. - GRAL. AQUINO","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","SAN PEDRO SUR","02","GRAL. AQUINO - SPS","022","02022204","ADQUISICION","1435935104600","","false","11824669",
"2141","AMIKACINA","MEDICAMENTO","499","","","SI","1445911209000","DIARIA","","","SANTA RITA","","","ADQUISICION","1441710659300","","false","11829688",
"2141","AMIKACINA","MEDICAMENTO","236","H.D.- LAMBARE","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CENTRAL","11","LAMBARE","007","11007205","ADQUISICION","1443538614500","","false","11825329",
"2141","AMIKACINA","MEDICAMENTO","677","HMI- SANTISIMA TRINIDAD","HOSPITAL MATERNO INFANTIL","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030203","ADQUISICION","1441014483900","","false","11831419",
"2141","AMIKACINA","MEDICAMENTO","319","CARMEN DEL PARANA","CENTRO DE SALUD","SI","1445911209000","DIARIA","ITAPUA","07","CARMEN DEL PARANA","007","07007202","ADQUISICION","","","false","11826704",
"2141","AMIKACINA","MEDICAMENTO","409","H.D.- CAAGUAZU","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CAAGUAZU","05","CAAGUAZU","002","05002201","ADQUISICION","1445848592000","","false","11828616",
"2141","AMIKACINA","MEDICAMENTO","325","HOSPITAL NACIONAL","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CENTRAL","11","ITAUGUA","006","11006245","ADQUISICION","1445905887000","","false","11826847",
"2141","AMIKACINA","MEDICAMENTO","387","H.R.- PARAGUARI","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","PARAGUARI","09","PARAGUARI","001","09001101","ADQUISICION","1445894478400","","false","11827896",
"2141","AMIKACINA","MEDICAMENTO","246","H.R. - LUQUE","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","CENTRAL","11","LUQUE","009","11009225","ADQUISICION","1445854088000","1443520802050","false","11825551",
"2141","AMIKACINA","MEDICAMENTO","512","","","SI","1445911209000","DIARIA","","","VILLARRICA","","","ADQUISICION","1444832757100","","false","11830286",
"2141","AMIKACINA","MEDICAMENTO","203","CENTRO DE EMERGENCIAS MEDICAS","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030218","ADQUISICION","1445889234000","1445617060020","false","11824822",
"2141","AMIKACINA","MEDICAMENTO","672","HOSPITAL NEUROSIQUIÁTRICO","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030247","ADQUISICION","1356683589400","","false","11830497",
"2141","AMIKACINA","MEDICAMENTO","331","FRAM","CENTRO DE SALUD","SI","1445911209000","DIARIA","ITAPUA","07","COLONIA FRAM","011","07011210","ADQUISICION","1445611358300","","false","11827142",
"2141","AMIKACINA","MEDICAMENTO","495","","","SI","1445911209000","DIARIA","","","CIUDAD DEL ESTE","","","ADQUISICION","1445871251300","","false","11829139",
"2141","AMIKACINA","MEDICAMENTO","337","HOHENAU CENTRO","HOSPITAL MATERNO INFANTIL","SI","1445911209000","DIARIA","ITAPUA","07","HOHENAU","014","07014311","ADQUISICION","1433504573200","","false","11827289",
"2141","AMIKACINA","MEDICAMENTO","392","H.R- CAACUPÉ","HOSPITAL REGIONAL","SI","1445911209000","DIARIA","CORDILLERA","03","CAACUPE","001","03001101","ADQUISICION","1444223241200","","false","11828080",
"2141","AMIKACINA","MEDICAMENTO","345","H.D. - NATALIO","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","ITAPUA","07","NATALIO","010","07010207","ADQUISICION","1418991817700","","false","11827421",
"2141","AMIKACINA","MEDICAMENTO","674","SANATORIO JUAN MAX BOETTNER","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030213","ADQUISICION","1445858376000","","false","11830835",
"2141","AMIKACINA","MEDICAMENTO","253","HMI - M. R. ALONSO","HOSPITAL MATERNO INFANTIL","SI","1445911209000","DIARIA","CENTRAL","11","MARIANO ROQUE ALONSO","010","11010236","ADQUISICION","1444389321000","1438167937050","false","11825824",
"2141","AMIKACINA","MEDICAMENTO","676","HOSPITAL LOMA PYTA - MATERNO INFANTIL","HOSPITAL MATERNO INFANTIL","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030210","ADQUISICION","","1408011741010","false","11831195",
"2141","AMIKACINA","MEDICAMENTO","31","H.D.- YUTY","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CAAZAPA","06","YUTY","010","06010208","ADQUISICION","1445857125400","","false","11824060",
"2141","AMIKACINA","MEDICAMENTO","509","CENTRO NACIONAL DEL QUEMADO","CENTRO ESPECIALIZADO","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030225","ADQUISICION","1445886179100","1444561825000","false","11830031",
"2141","AMIKACINA","MEDICAMENTO","358","SAN PEDRO DEL PARANÁ","CENTRO DE SALUD","SI","1445911209000","DIARIA","ITAPUA","07","SAN PEDRO DEL PARANA","020","07020206","ADQUISICION","1440417276300","","false","11827567",
"2141","AMIKACINA","MEDICAMENTO","846","H.D.- YHU","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CAAGUAZU","05","YHU","011","05011208","ADQUISICION","1422747000454","","false","11832351",
"2141","AMIKACINA","MEDICAMENTO","205","HMI - CAPIATA","HOSPITAL MATERNO INFANTIL","SI","1445911209000","DIARIA","CENTRAL","11","CAPIATA","002","11002222","ADQUISICION","1445453854900","","false","11825001",
"2141","AMIKACINA","MEDICAMENTO","673","INSTITUTO DE MEDICINA TROPICAL","HOSPITAL ESPECIALIZADO","SI","1445911209000","DIARIA","CAPITAL","18","ASUNCION","030","18030212","ADQUISICION","1445871729100","1445604918030","false","11830639",
"2141","AMIKACINA","MEDICAMENTO","260","H.D. - ÑEMBY","HOSPITAL DISTRITAL","SI","1445911209000","DIARIA","CENTRAL","11","ÑEMBY","012","11012237","ADQUISICION","1445261643100","1437401142020","false","11826035",
